ID,Mode,Ephemerality,gender,age_1,Stimulus,ClickCount,FirstClick,LastClick,PageSubmit,RecommendationFollowed
2295,DisappearingVisual,1,2,46,shampoo,1,13.986,13.986,14.706,0
2296,DisappearingVisual,1,2,46,toaster,1,13.527,13.527,15.289,0
2297,DisappearingVisual,1,1,39,brownies,1,7.479,7.479,8.923,0
2298,DisappearingVisual,1,1,39,hotel,1,7.558,7.558,9.349,1
2299,DisappearingVisual,1,1,39,shampoo,2,12.331,12.906,14.866,0
2300,DisappearingVisual,1,1,39,toaster,1,25.089,25.089,27.268,1
2301,PermanentVisual,0,2,51,brownies,4,16.728,20.361,21.757,1
2302,PermanentVisual,0,2,51,hotel,3,10.326,28.867,31.082,0
2303,PermanentVisual,0,2,51,shampoo,1,26.65,26.65,28.283,0
2304,PermanentVisual,0,2,51,toaster,8,11.164,27.361,29.38,1
2305,Auditory,1,1,59,brownies,2,1.325,4.177,5.42,1
2306,Auditory,1,1,59,hotel,2,1.253,6.885,10.718,1
2307,Auditory,1,1,59,shampoo,2,2,4.891,7.43,1
2308,Auditory,1,1,59,toaster,3,2.687,21.758,41,1
2309,PermanentVisual,0,2,55,brownies,8,2.669,18.498,20.381,0
2310,PermanentVisual,0,2,55,hotel,4,1.67,8.656,9.691,1
2311,PermanentVisual,0,2,55,shampoo,2,6.162,7.13,8.064,1
2312,PermanentVisual,0,2,55,toaster,10,1.464,25.09,26.533,0
2313,DisappearingVisual,1,2,22,brownies,3,1.646,2.917,4.161,0
2314,DisappearingVisual,1,2,22,hotel,2,12.551,13.871,15,1
2315,DisappearingVisual,1,2,22,shampoo,2,6.86,9.142,9.87,0
2316,DisappearingVisual,1,2,22,toaster,2,14.685,16.09,17.335,0
2317,PermanentVisual,0,1,34,brownies,0,0,0,0.31,0
2318,PermanentVisual,0,1,34,hotel,4,2.055,8.045,10.832,0
2319,PermanentVisual,0,1,34,shampoo,2,1.644,2.888,4.271,0
2320,PermanentVisual,0,1,34,toaster,4,6.387,8.369,11.123,1
2321,DisappearingVisual,1,1,21,brownies,2,3.746,9.418,13.096,0
2322,DisappearingVisual,1,1,21,hotel,2,9.434,10.062,15.967,0
2323,DisappearingVisual,1,1,21,shampoo,1,9.396,9.396,14.471,0
2324,DisappearingVisual,1,1,21,toaster,2,27.403,40.642,44.878,0
2325,DisappearingVisual,1,1,23,brownies,1,6.365,6.365,7.765,1
2326,DisappearingVisual,1,1,23,hotel,1,5.904,5.904,7.347,1
2327,DisappearingVisual,1,1,23,shampoo,5,4.066,10.929,12.501,0
2328,DisappearingVisual,1,1,23,toaster,1,6.533,6.533,8.64,1
2329,Auditory,1,1,37,brownies,1,5.728,5.728,8.562,1
2330,Auditory,1,1,37,hotel,1,13.053,13.053,15.289,0
2331,Auditory,1,1,37,shampoo,1,14.656,14.656,16.507,1
2332,Auditory,1,1,37,toaster,4,21.469,24.329,28.331,1
2333,DisappearingVisual,1,1,36,brownies,1,3.746,3.746,5.662,1
2334,DisappearingVisual,1,1,36,hotel,1,3.053,3.053,5.023,1
2335,DisappearingVisual,1,1,36,shampoo,1,2.323,2.323,3.493,1
2336,DisappearingVisual,1,1,36,toaster,1,3.589,3.589,4.953,0
2337,PermanentVisual,0,2,68,brownies,1,21.298,21.298,22.53,1
2338,PermanentVisual,0,2,68,hotel,1,54.897,54.897,57.55,0
2339,PermanentVisual,0,2,68,shampoo,1,36.418,36.418,37.787,1
2340,PermanentVisual,0,2,68,toaster,1,95.034,95.034,97.164,0
2341,PermanentVisual,0,1,32,brownies,1,3.874,3.874,4.878,1
2342,PermanentVisual,0,1,32,hotel,1,2.182,2.182,3.657,1
2343,PermanentVisual,0,1,32,shampoo,1,1.39,1.39,2.434,1
2344,PermanentVisual,0,1,32,toaster,1,6.405,6.405,8.081,1
2345,PermanentVisual,0,1,20,brownies,1,5.061,5.061,7.218,0
2346,PermanentVisual,0,1,20,hotel,2,22.9,26.672,30.515,0
2347,PermanentVisual,0,1,20,shampoo,1,4.15,4.15,12.169,0
2348,PermanentVisual,0,1,20,toaster,3,5.81,19.845,22.489,1
2349,PermanentVisual,0,2,36,brownies,1,1.953,1.953,3.52,1
2350,PermanentVisual,0,2,36,hotel,1,1.007,1.007,1.899,1
2351,PermanentVisual,0,2,36,shampoo,1,0.744,0.744,1.859,1
2352,PermanentVisual,0,2,36,toaster,2,2.55,3.748,4.906,1
2353,PermanentVisual,0,1,32,brownies,1,2.684,2.684,6.285,1
2354,PermanentVisual,0,1,32,hotel,1,9.368,9.368,10.726,1
2355,PermanentVisual,0,1,32,shampoo,1,3.966,3.966,5.16,1
2356,PermanentVisual,0,1,32,toaster,2,4.283,5.659,9.562,1
2357,PermanentVisual,0,2,31,brownies,1,3.982,3.982,10.659,0
2358,PermanentVisual,0,2,31,hotel,1,31.048,31.048,32.99,0
2359,PermanentVisual,0,2,31,shampoo,1,18.901,18.901,21.733,0
2360,PermanentVisual,0,2,31,toaster,1,46.725,46.725,48.973,0
2361,Auditory,1,2,48,brownies,1,1.511,1.511,5.649,1
2362,Auditory,1,2,48,hotel,1,8,8,12.605,1
2363,Auditory,1,2,48,shampoo,3,2.027,9.876,13.142,0
2364,Auditory,1,2,48,toaster,1,2.49,2.49,11.36,1
2365,Auditory,1,2,23,brownies,2,1.848,2.36,3.699,1
2366,Auditory,1,2,23,hotel,1,2.173,2.173,3.277,1
2367,Auditory,1,2,23,shampoo,1,2.853,2.853,3.821,1
2368,Auditory,1,2,23,toaster,2,3.719,7.439,7.767,1
2369,PermanentVisual,0,1,26,brownies,1,3.527,3.527,5.84,1
2370,PermanentVisual,0,1,26,hotel,1,9.97,9.97,14.528,0
2371,PermanentVisual,0,1,26,shampoo,3,2.388,4.116,5.452,1
2372,PermanentVisual,0,1,26,toaster,1,5.315,5.315,7.679,0
2373,PermanentVisual,0,1,19,brownies,2,2.293,9.413,11.37,0
2374,PermanentVisual,0,1,19,hotel,2,38.152,40.288,46.184,1
2375,PermanentVisual,0,1,19,shampoo,1,13.997,13.997,17.172,0
2376,PermanentVisual,0,1,19,toaster,2,6.119,8.239,9.207,1
2377,DisappearingVisual,1,2,36,brownies,1,2.385,2.385,3.616,1
2378,DisappearingVisual,1,2,36,hotel,1,18.136,18.136,20.27,1
2379,DisappearingVisual,1,2,36,shampoo,1,2.513,2.513,4.155,1
2380,DisappearingVisual,1,2,36,toaster,1,4.734,4.734,7.279,1
2381,PermanentVisual,0,1,30,brownies,1,12.673,12.673,14.791,1
2382,PermanentVisual,0,1,30,hotel,1,28.149,28.149,30.028,0
2383,PermanentVisual,0,1,30,shampoo,1,11.274,11.274,13.846,0
2384,PermanentVisual,0,1,30,toaster,1,51.842,51.842,54.7,1
2385,PermanentVisual,0,1,28,brownies,1,6.221,6.221,7.128,1
2386,PermanentVisual,0,1,28,hotel,1,2.112,2.112,12.611,1
2387,PermanentVisual,0,1,28,shampoo,3,8.626,14.747,15.984,0
2388,PermanentVisual,0,1,28,toaster,1,53.729,53.729,55.589,0
2389,Auditory,1,2,22,brownies,1,11.839,11.839,13.095,1
2390,Auditory,1,2,22,hotel,2,18.871,19.311,21.049,0
2391,Auditory,1,2,22,shampoo,1,10.506,10.506,12.832,0
2392,Auditory,1,2,22,toaster,2,13.438,14.298,19.447,0
2393,Auditory,1,2,18,brownies,1,3.174,3.174,4.248,1
2394,Auditory,1,2,18,hotel,1,2.992,2.992,4.546,1
2395,Auditory,1,2,18,shampoo,1,3.753,3.753,5.467,1
2396,Auditory,1,2,18,toaster,2,6.117,31.425,32.074,1
2397,Auditory,1,1,39,brownies,1,5.319,5.319,8.244,1
2398,Auditory,1,1,39,hotel,1,12.845,12.845,16.646,0
2399,Auditory,1,1,39,shampoo,1,25.875,25.875,30.937,0
2400,Auditory,1,1,39,toaster,1,32.197,32.197,34.608,1
2401,Auditory,1,2,47,brownies,1,4.219,4.219,6.478,1
2402,Auditory,1,2,47,hotel,3,3.638,10.254,13.378,1
2403,Auditory,1,2,47,shampoo,1,4.358,4.358,7.285,1
2404,Auditory,1,2,47,toaster,3,9.09,13.514,14.983,1
2405,PermanentVisual,0,1,33,brownies,1,6.998,6.998,7.892,0
2406,PermanentVisual,0,1,33,hotel,1,4.585,4.585,8,1
2407,PermanentVisual,0,1,33,shampoo,1,12.455,12.455,13.301,0
2408,PermanentVisual,0,1,33,toaster,1,21.289,21.289,22.737,0
2409,Auditory,1,1,64,brownies,1,31.871,31.871,34.969,1
2410,Auditory,1,1,64,hotel,1,25.526,25.526,27.919,0
2411,Auditory,1,1,64,shampoo,1,31.494,31.494,33.395,0
2412,Auditory,1,1,64,toaster,1,60.984,60.984,63.11,1
2413,PermanentVisual,0,1,30,brownies,1,1.823,1.823,3.047,1
2414,PermanentVisual,0,1,30,hotel,3,1.392,5.048,6.474,1
2415,PermanentVisual,0,1,30,shampoo,2,1.198,2.249,3.405,1
2416,PermanentVisual,0,1,30,toaster,3,2.093,14.701,15.626,1
2417,DisappearingVisual,1,2,52,brownies,1,30.405,30.405,31.755,0
2418,DisappearingVisual,1,2,52,hotel,1,25.108,25.108,28.446,0
2419,DisappearingVisual,1,2,52,shampoo,2,2.029,2.677,4.33,1
2420,DisappearingVisual,1,2,52,toaster,1,40.699,40.699,42.698,1
2421,DisappearingVisual,1,2,58,brownies,1,2.287,2.287,8.118,1
2422,DisappearingVisual,1,2,58,hotel,1,29.424,29.424,30.766,0
2423,DisappearingVisual,1,2,58,shampoo,2,3.555,11.555,23.619,1
2424,DisappearingVisual,1,2,58,toaster,4,14.693,17.853,18.515,0
2425,PermanentVisual,0,2,27,brownies,2,6.954,9.756,13.381,0
2426,PermanentVisual,0,2,27,hotel,3,6.978,23.211,25.086,0
2427,PermanentVisual,0,2,27,shampoo,1,4.556,4.556,14.923,0
2428,PermanentVisual,0,2,27,toaster,2,17.565,20.907,23.229,0
2429,PermanentVisual,0,1,45,brownies,1,12.104,12.104,13.81,0
2430,PermanentVisual,0,1,45,hotel,1,7.581,7.581,8.786,0
2431,PermanentVisual,0,1,45,shampoo,1,12.461,12.461,15.72,0
2432,PermanentVisual,0,1,45,toaster,1,27.919,27.919,30.502,0
2433,PermanentVisual,0,1,45,brownies,1,25.75,25.75,30.761,0
2434,PermanentVisual,0,1,45,hotel,3,1.723,14.537,17.764,0
2435,PermanentVisual,0,1,45,shampoo,1,28.041,28.041,32.294,1
2436,PermanentVisual,0,1,45,toaster,1,53.813,53.813,55.999,0
2437,DisappearingVisual,1,1,50,brownies,1,6.202,6.202,7.902,0
2438,DisappearingVisual,1,1,50,hotel,1,7.896,7.896,9.761,1
2439,DisappearingVisual,1,1,50,shampoo,2,7.386,8.209,13.739,0
2440,DisappearingVisual,1,1,50,toaster,1,11.929,11.929,14.27,0
2441,Auditory,1,1,22,brownies,1,1.615,1.615,2.288,1
2442,Auditory,1,1,22,hotel,0,0,0,0.7,1
2443,Auditory,1,1,22,shampoo,1,1.22,1.22,2.258,1
2444,Auditory,1,1,22,toaster,1,0.098,0.098,2.872,1
2445,PermanentVisual,0,1,36,brownies,1,15.836,15.836,16.819,0
2446,PermanentVisual,0,1,36,hotel,1,18.567,18.567,22.322,0
2447,PermanentVisual,0,1,36,shampoo,2,6.529,7.282,9.693,0
2448,PermanentVisual,0,1,36,toaster,1,39.398,39.398,41.688,0
2449,PermanentVisual,0,1,18,brownies,2,11.857,13.478,17.703,0
2450,PermanentVisual,0,1,18,hotel,3,13.406,25.832,28.173,0
2451,PermanentVisual,0,1,18,shampoo,1,13.89,13.89,16.291,0
2452,PermanentVisual,0,1,18,toaster,1,5.275,5.275,13.125,1
2453,DisappearingVisual,1,2,33,brownies,2,4.205,7.672,9.628,0
2454,DisappearingVisual,1,2,33,hotel,4,4.773,14.249,15.675,0
2455,DisappearingVisual,1,2,33,shampoo,3,3.949,7.79,9.39,0
2456,DisappearingVisual,1,2,33,toaster,4,3.161,20.19,21.811,0
2457,DisappearingVisual,1,2,30,brownies,2,1.481,2.044,2.701,1
2458,DisappearingVisual,1,2,30,hotel,1,1.708,1.708,2.961,1
2459,DisappearingVisual,1,2,30,shampoo,2,1.41,1.854,2.443,1
2460,DisappearingVisual,1,2,30,toaster,3,2.421,4.835,5.17,1
2461,Auditory,1,2,23,brownies,1,4.149,4.149,5.318,1
2462,Auditory,1,2,23,hotel,4,0.79,3.501,7.796,1
2463,Auditory,1,2,23,shampoo,2,3.322,4.002,6.528,1
2464,Auditory,1,2,23,toaster,1,0.394,0.394,5.037,1
2465,PermanentVisual,0,2,54,brownies,1,6.383,6.383,12.47,1
2466,PermanentVisual,0,2,54,hotel,1,34.587,34.587,43.571,0
2467,PermanentVisual,0,2,54,shampoo,4,5.89,28.41,37.733,0
2468,PermanentVisual,0,2,54,toaster,1,10.364,10.364,12.602,1
2469,DisappearingVisual,1,1,33,brownies,2,4.278,5.112,6.03,0
2470,DisappearingVisual,1,1,33,hotel,2,1.793,3.031,6.427,1
2471,DisappearingVisual,1,1,33,shampoo,1,4.611,4.611,8.131,0
2472,DisappearingVisual,1,1,33,toaster,3,4.638,7.483,7.789,0
2473,PermanentVisual,0,1,24,brownies,1,13.662,13.662,20.252,1
2474,PermanentVisual,0,1,24,hotel,2,35.733,37.005,40.229,0
2475,PermanentVisual,0,1,24,shampoo,1,18.878,18.878,20.814,0
2476,PermanentVisual,0,1,24,toaster,1,4.128,4.128,9.899,1
2477,Auditory,1,1,21,brownies,1,3.476,3.476,4.808,0
2478,Auditory,1,1,21,hotel,1,8.971,8.971,12.213,1
2479,Auditory,1,1,21,shampoo,2,3.997,5.518,6.108,0
2480,Auditory,1,1,21,toaster,1,5.752,5.752,8.763,0
2481,PermanentVisual,0,2,32,brownies,2,5.262,7.791,9.169,0
2482,PermanentVisual,0,2,32,hotel,1,6.371,6.371,8.096,0
2483,PermanentVisual,0,2,32,shampoo,2,7.304,7.96,10.994,0
2484,PermanentVisual,0,2,32,toaster,1,10.761,10.761,12,1
2485,DisappearingVisual,1,2,45,brownies,1,2.702,2.702,4.079,1
2486,DisappearingVisual,1,2,45,hotel,1,6.077,6.077,8.877,0
2487,DisappearingVisual,1,2,45,shampoo,1,3.09,3.09,5.587,0
2488,DisappearingVisual,1,2,45,toaster,2,26.07,28.291,30.089,0
2489,Auditory,1,1,34,brownies,1,4.537,4.537,5.802,0
2490,Auditory,1,1,34,hotel,1,9.167,9.167,10.373,0
2491,Auditory,1,1,34,shampoo,2,2.816,11.743,13.755,0
2492,Auditory,1,1,34,toaster,7,2.143,12.465,16.443,1
2493,Auditory,1,2,43,brownies,1,4.724,4.724,6.719,1
2494,Auditory,1,2,43,hotel,1,3.532,3.532,6.565,1
2495,Auditory,1,2,43,shampoo,1,1.645,1.645,2.996,1
2496,Auditory,1,2,43,toaster,1,4.503,4.503,6.279,1
2497,DisappearingVisual,1,2,32,brownies,1,9.475,9.475,18.833,0
2498,DisappearingVisual,1,2,32,hotel,1,18.583,18.583,21.624,0
2499,DisappearingVisual,1,2,32,shampoo,1,25.715,25.715,27.059,0
2500,DisappearingVisual,1,2,32,toaster,1,64.218,64.218,66.17,1
2501,DisappearingVisual,1,1,46,brownies,1,2.435,2.435,4.671,1
2502,DisappearingVisual,1,1,46,hotel,2,3.911,5.597,7.141,1
2503,DisappearingVisual,1,1,46,shampoo,1,8.504,8.504,20.018,1
2504,DisappearingVisual,1,1,46,toaster,3,30.155,33.291,34.383,0
2505,Auditory,1,1,32,brownies,1,5.355,5.355,10.117,0
2506,Auditory,1,1,32,hotel,3,6.114,9.314,10.642,1
2507,Auditory,1,1,32,shampoo,1,1.757,1.757,3.76,1
2508,Auditory,1,1,32,toaster,1,6.453,6.453,12.731,1
2509,DisappearingVisual,1,1,62,brownies,1,11.501,11.501,13.21,1
2510,DisappearingVisual,1,1,62,hotel,2,32.076,34.989,36.362,0
2511,DisappearingVisual,1,1,62,shampoo,2,13.161,13.857,15.481,1
2512,DisappearingVisual,1,1,62,toaster,1,21.186,21.186,23.409,1
2513,Auditory,1,2,35,brownies,1,3.386,3.386,5.133,1
2514,Auditory,1,2,35,hotel,1,0.872,0.872,3.472,1
2515,Auditory,1,2,35,shampoo,1,3.874,3.874,8.093,1
2516,Auditory,1,2,35,toaster,1,0.192,0.192,5.829,1
2517,Auditory,1,1,20,brownies,2,0.582,1.628,2.584,1
2518,Auditory,1,1,20,hotel,0,0,0,2.804,1
2519,Auditory,1,1,20,shampoo,1,1.167,1.167,2.928,1
2520,Auditory,1,1,20,toaster,3,0.939,4.303,4.71,1
2521,DisappearingVisual,1,1,35,brownies,1,5.837,5.837,8.094,1
2522,DisappearingVisual,1,1,35,hotel,1,1.139,1.139,2.683,1
2523,DisappearingVisual,1,1,35,shampoo,1,2.586,2.586,3.815,1
2524,DisappearingVisual,1,1,35,toaster,1,40.195,40.195,42.348,1
2525,PermanentVisual,0,2,44,brownies,1,6.971,6.971,12.265,1
2526,PermanentVisual,0,2,44,hotel,1,28.021,28.021,31.608,0
2527,PermanentVisual,0,2,44,shampoo,1,14.843,14.843,16.473,1
2528,PermanentVisual,0,2,44,toaster,1,41.506,41.506,43.943,0
2529,Auditory,1,2,49,brownies,2,2.099,10.786,11.591,0
2530,Auditory,1,2,49,hotel,2,18.307,21.195,22.145,1
2531,Auditory,1,2,49,shampoo,1,11.172,11.172,13.442,0
2532,Auditory,1,2,49,toaster,1,10.789,10.789,12.987,1
2533,DisappearingVisual,1,2,26,brownies,2,1.865,4.436,6.993,0
2534,DisappearingVisual,1,2,26,hotel,2,5.051,6.153,9.209,0
2535,DisappearingVisual,1,2,26,shampoo,1,2.946,2.946,5.079,0
2536,DisappearingVisual,1,2,26,toaster,2,20.756,22.023,26.392,1
2537,PermanentVisual,0,2,28,brownies,1,2.987,2.987,5.564,1
2538,PermanentVisual,0,2,28,hotel,3,0.369,14.703,17.2,1
2539,PermanentVisual,0,2,28,shampoo,1,19.941,19.941,21.534,0
2540,PermanentVisual,0,2,28,toaster,3,1.146,17.535,20.978,1
2541,Auditory,1,1,46,brownies,1,3,3,4.528,0
2542,Auditory,1,1,46,hotel,4,1.182,6.106,8.898,0
2543,Auditory,1,1,46,shampoo,0,0,0,1.446,0
2544,Auditory,1,1,46,toaster,3,1.346,4.904,6.983,0
2545,DisappearingVisual,1,2,44,brownies,1,3,3,5.504,1
2546,DisappearingVisual,1,2,44,hotel,1,7.126,7.126,8.402,1
2547,DisappearingVisual,1,2,44,shampoo,1,5.899,5.899,8.576,1
2548,DisappearingVisual,1,2,44,toaster,1,9.969,9.969,13.73,1
2549,PermanentVisual,0,1,33,brownies,1,9.079,9.079,11.843,0
2550,PermanentVisual,0,1,33,hotel,1,15.443,15.443,23.061,0
2551,PermanentVisual,0,1,33,shampoo,2,8.243,9.82,14.119,1
2552,PermanentVisual,0,1,33,toaster,1,13.221,13.221,17.791,0
2553,DisappearingVisual,1,2,24,brownies,3,1.797,2.588,3.829,1
2554,DisappearingVisual,1,2,24,hotel,2,1.307,4.026,6.101,1
2555,DisappearingVisual,1,2,24,shampoo,1,2.547,2.547,6.326,1
2556,DisappearingVisual,1,2,24,toaster,4,3.082,4.858,10.647,1
2557,Auditory,1,1,42,brownies,1,6.409,6.409,10.473,0
2558,Auditory,1,1,42,hotel,2,3.151,4.547,5.458,1
2559,Auditory,1,1,42,shampoo,1,6.108,6.108,7.339,0
2560,Auditory,1,1,42,toaster,5,3.86,6.969,7.737,1
2561,Auditory,1,1,53,brownies,3,2.475,5.371,6.944,1
2562,Auditory,1,1,53,hotel,1,10.436,10.436,13.827,0
2563,Auditory,1,1,53,shampoo,1,6.819,6.819,7.951,0
2564,Auditory,1,1,53,toaster,1,18.22,18.22,20.299,1
2565,Auditory,1,2,42,brownies,1,12.189,12.189,15.597,1
2566,Auditory,1,2,42,hotel,1,10.062,10.062,13.906,0
2567,Auditory,1,2,42,shampoo,1,17.852,17.852,19.335,0
2568,Auditory,1,2,42,toaster,2,33.212,54.924,57.188,0
2569,Auditory,1,2,56,brownies,2,15.329,18.206,50.225,1
2570,Auditory,1,2,56,hotel,1,38.131,38.131,39.909,0
2571,Auditory,1,2,56,shampoo,1,30.353,30.353,31.958,0
2572,Auditory,1,2,56,toaster,1,120.117,120.117,123.304,0
2573,PermanentVisual,0,2,29,brownies,1,2.776,2.776,5.046,1
2574,PermanentVisual,0,2,29,hotel,1,4.157,4.157,7.601,1
2575,PermanentVisual,0,2,29,shampoo,1,2.352,2.352,3.388,1
2576,PermanentVisual,0,2,29,toaster,1,2.57,2.57,5.333,1
2577,Auditory,1,2,38,brownies,2,3.143,8.425,9.767,0
2578,Auditory,1,2,38,hotel,1,9.92,9.92,11.995,0
2579,Auditory,1,2,38,shampoo,1,5.125,5.125,9.209,0
2580,Auditory,1,2,38,toaster,1,8.598,8.598,11.846,0
2581,PermanentVisual,0,2,36,brownies,1,14.763,14.763,16.2,0
2582,PermanentVisual,0,2,36,hotel,3,1.45,16.314,18.524,1
2583,PermanentVisual,0,2,36,shampoo,1,4.2,4.2,25.975,1
2584,PermanentVisual,0,2,36,toaster,2,53.657,60.3,64.6,0
2585,PermanentVisual,0,1,27,brownies,1,16.322,16.322,17.369,1
2586,PermanentVisual,0,1,27,hotel,2,5.331,5.887,8.364,0
2587,PermanentVisual,0,1,27,shampoo,1,12.37,12.37,14.571,0
2588,PermanentVisual,0,1,27,toaster,2,60.672,61.858,63.283,0
2589,DisappearingVisual,1,2,26,brownies,1,11.979,11.979,13.272,1
2590,DisappearingVisual,1,2,26,hotel,2,11.526,12.759,14.477,0
2591,DisappearingVisual,1,2,26,shampoo,1,5.861,5.861,8.253,0
2592,DisappearingVisual,1,2,26,toaster,2,20.847,21.479,22.629,1
2593,DisappearingVisual,1,2,28,brownies,2,4.983,5.711,6.921,0
2594,DisappearingVisual,1,2,28,hotel,2,9.177,15.626,16.735,0
2595,DisappearingVisual,1,2,28,shampoo,1,12.608,12.608,15.759,0
2596,DisappearingVisual,1,2,28,toaster,2,48.337,48.963,55.265,1
2597,Auditory,1,1,25,brownies,1,2.55,2.55,3.792,1
2598,Auditory,1,1,25,hotel,3,1.092,5.179,5.643,1
2599,Auditory,1,1,25,shampoo,2,2.715,3.548,4.2,1
2600,Auditory,1,1,25,toaster,2,2.247,3.176,4.909,1
2601,PermanentVisual,0,1,31,brownies,2,6.684,10.128,10.846,0
2602,PermanentVisual,0,1,31,hotel,4,8.563,11.512,12.724,0
2603,PermanentVisual,0,1,31,shampoo,1,8.822,8.822,9.903,0
2604,PermanentVisual,0,1,31,toaster,1,11.205,11.205,36.692,0
2605,PermanentVisual,0,1,60,brownies,3,16.723,19.515,21.718,0
2606,PermanentVisual,0,1,60,hotel,1,31.656,31.656,37.427,0
2607,PermanentVisual,0,1,60,shampoo,1,28.965,28.965,30.001,0
2608,PermanentVisual,0,1,60,toaster,1,35.978,35.978,37.711,0
2609,PermanentVisual,0,1,43,brownies,3,1.032,3.594,4.723,1
2610,PermanentVisual,0,1,43,hotel,5,8.062,38.586,39.648,0
2611,PermanentVisual,0,1,43,shampoo,4,3.042,12.267,13.879,0
2612,PermanentVisual,0,1,43,toaster,4,41.473,45.305,46.291,0
2613,PermanentVisual,0,1,35,brownies,1,3.825,3.825,9.361,1
2614,PermanentVisual,0,1,35,hotel,1,6.588,6.588,8.731,1
2615,PermanentVisual,0,1,35,shampoo,1,5.067,5.067,6.701,1
2616,PermanentVisual,0,1,35,toaster,2,23.745,24.168,25.833,1
2617,PermanentVisual,0,2,40,brownies,2,2.725,12.139,15.895,0
2618,PermanentVisual,0,2,40,hotel,1,0.042,0.042,11.538,1
2619,PermanentVisual,0,2,40,shampoo,1,9.441,9.441,11.618,0
2620,PermanentVisual,0,2,40,toaster,1,27.267,27.267,30.179,0
2621,DisappearingVisual,1,2,50,brownies,1,12.48,12.48,15,0
2622,DisappearingVisual,1,2,50,hotel,5,22.355,40.463,41.756,0
2623,DisappearingVisual,1,2,50,shampoo,1,18.734,18.734,21.219,0
2624,DisappearingVisual,1,2,50,toaster,41,7.776,71.597,73.562,1
2625,Auditory,1,2,45,brownies,1,4.006,4.006,11.696,1
2626,Auditory,1,2,45,hotel,4,6.66,14.2,15.325,1
2627,Auditory,1,2,45,shampoo,1,8.603,8.603,10.387,0
2628,Auditory,1,2,45,toaster,6,1.941,9.311,10.227,0
2629,DisappearingVisual,1,2,27,brownies,1,2.045,2.045,3.129,0
2630,DisappearingVisual,1,2,27,hotel,4,10.305,12.704,13.205,1
2631,DisappearingVisual,1,2,27,shampoo,4,4.824,7.579,8.323,0
2632,DisappearingVisual,1,2,27,toaster,1,4.023,4.023,5.617,1
2633,PermanentVisual,0,1,30,brownies,2,2.421,2.981,4.808,1
2634,PermanentVisual,0,1,30,hotel,1,2.033,2.033,3.215,1
2635,PermanentVisual,0,1,30,shampoo,1,2.241,2.241,3.527,1
2636,PermanentVisual,0,1,30,toaster,1,3.83,3.83,4.98,1
2637,PermanentVisual,0,1,30,brownies,2,15.036,15.766,18.253,0
2638,PermanentVisual,0,1,30,hotel,1,10.713,10.713,15.754,0
2639,PermanentVisual,0,1,30,shampoo,1,8.537,8.537,12.21,0
2640,PermanentVisual,0,1,30,toaster,1,18.653,18.653,22.948,0
2641,PermanentVisual,0,2,45,brownies,1,13.276,13.276,16.936,0
2642,PermanentVisual,0,2,45,hotel,2,22.684,32.063,36.827,0
2643,PermanentVisual,0,2,45,shampoo,2,4.585,13.083,13.969,0
2644,PermanentVisual,0,2,45,toaster,0,0,0,13.014,0
2645,DisappearingVisual,1,2,26,brownies,1,3.349,3.349,4.639,1
2646,DisappearingVisual,1,2,26,hotel,5,6.943,11.415,16.269,0
2647,DisappearingVisual,1,2,26,shampoo,1,2.765,2.765,4.316,0
2648,DisappearingVisual,1,2,26,toaster,2,9.035,10.583,13.187,0
2649,Auditory,1,2,39,brownies,2,4.536,4.992,15.832,1
2650,Auditory,1,2,39,hotel,2,50.857,59.073,60.812,1
2651,Auditory,1,2,39,shampoo,1,27.814,27.814,28.882,0
2652,Auditory,1,2,39,toaster,3,58.372,60.708,62.428,1
2653,Auditory,1,2,59,brownies,1,4.116,4.116,8.179,1
2654,Auditory,1,2,59,hotel,1,5.489,5.489,20.376,1
2655,Auditory,1,2,59,shampoo,1,3.827,3.827,4.809,1
2656,Auditory,1,2,59,toaster,1,18.404,18.404,22.771,0
2657,Auditory,1,2,31,brownies,2,6.18,6.924,8.078,1
2658,Auditory,1,2,31,hotel,1,6.057,6.057,10.177,1
2659,Auditory,1,2,31,shampoo,2,17.045,17.767,18.099,0
2660,Auditory,1,2,31,toaster,1,4.418,4.418,13.78,1
2661,DisappearingVisual,1,2,31,brownies,2,4.56,4.943,5.518,1
2662,DisappearingVisual,1,2,31,hotel,2,1.018,2.478,3.989,1
2663,DisappearingVisual,1,2,31,shampoo,2,1.63,2.845,3.695,0
2664,DisappearingVisual,1,2,31,toaster,3,3.889,4.617,6.107,1
2665,Auditory,1,2,21,brownies,2,4.033,4.497,5.997,0
2666,Auditory,1,2,21,hotel,4,19.271,31.247,32.402,1
2667,Auditory,1,2,21,shampoo,1,4.702,4.702,5.553,0
2668,Auditory,1,2,21,toaster,1,34.581,34.581,35.633,0
2669,DisappearingVisual,1,1,31,brownies,2,3.117,3.212,4.249,1
2670,DisappearingVisual,1,1,31,hotel,2,2.463,3.625,6.477,1
2671,DisappearingVisual,1,1,31,shampoo,1,3.755,3.755,5.973,1
2672,DisappearingVisual,1,1,31,toaster,1,0.085,0.085,6.167,1
2673,PermanentVisual,0,2,22,brownies,0,0,0,1.631,1
2674,PermanentVisual,0,2,22,hotel,0,0,0,5.393,1
2675,PermanentVisual,0,2,22,shampoo,0,0,0,0.637,1
2676,PermanentVisual,0,2,22,toaster,0,0,0,3.5,1
