ID,Mode,Ephemerality,gender,age_1,Stimulus,ClickCount,FirstClick,LastClick,PageSubmit,RecommendationFollowed
6398,PermanentVisual,0,2,41,hotel,1,8.298,8.298,9.584,1
6399,PermanentVisual,0,2,41,shampoo,1,8.148,8.148,9.089,1
6400,PermanentVisual,0,2,41,toaster,1,14.003,14.003,15.628,1
6401,Auditory,1,2,51,brownies,1,9.737,9.737,11.59,0
6402,Auditory,1,2,51,hotel,3,12.597,31.706,34.755,0
6403,Auditory,1,2,51,shampoo,7,28.093,31.509,39.529,1
6404,Auditory,1,2,51,toaster,5,5.749,90.438,91.586,0
6405,DisappearingVisual,1,2,59,brownies,1,2.908,2.908,4.01,1
6406,DisappearingVisual,1,2,59,hotel,1,3.969,3.969,5.381,1
6407,DisappearingVisual,1,2,59,shampoo,1,2.356,2.356,3.951,1
6408,DisappearingVisual,1,2,59,toaster,1,7.883,7.883,10.249,1
6409,DisappearingVisual,1,2,29,brownies,1,2.417,2.417,3.633,1
6410,DisappearingVisual,1,2,29,hotel,1,1.93,1.93,6.029,1
6411,DisappearingVisual,1,2,29,shampoo,1,1.936,1.936,3.268,1
6412,DisappearingVisual,1,2,29,toaster,1,2.118,2.118,3.855,1
6413,DisappearingVisual,1,2,28,brownies,1,5.98,5.98,7.596,1
6414,DisappearingVisual,1,2,28,hotel,1,8.723,8.723,10.639,0
6415,DisappearingVisual,1,2,28,shampoo,1,13.623,13.623,14.628,0
6416,DisappearingVisual,1,2,28,toaster,2,38.866,39.893,40.384,1
6417,Auditory,1,1,36,brownies,1,2.86,2.86,4.196,1
6418,Auditory,1,1,36,hotel,1,1.818,1.818,3.436,1
6419,Auditory,1,1,36,shampoo,1,1.97,1.97,3.6,1
6420,Auditory,1,1,36,toaster,2,2.299,2.598,147.014,1
6421,PermanentVisual,0,1,20,brownies,1,1.955,1.955,3.465,1
6422,PermanentVisual,0,1,20,hotel,3,9.608,21.383,27.644,0
6423,PermanentVisual,0,1,20,shampoo,2,7.219,15.62,16.48,1
6424,PermanentVisual,0,1,20,toaster,2,4.689,12.551,15.321,1
6425,PermanentVisual,0,2,36,brownies,2,6.931,7.68,8.529,1
6426,PermanentVisual,0,2,36,hotel,3,1.35,13.13,14.756,1
6427,PermanentVisual,0,2,36,shampoo,1,7.251,7.251,13.6,0
6428,PermanentVisual,0,2,36,toaster,2,0.968,8.07,9.602,0
6429,DisappearingVisual,1,2,52,brownies,1,16.821,16.821,19.226,1
6430,DisappearingVisual,1,2,52,hotel,2,4.185,8.706,10.743,1
6431,DisappearingVisual,1,2,52,shampoo,1,19.6,19.6,23.428,1
6432,DisappearingVisual,1,2,52,toaster,3,8.965,15.521,18.005,1
6433,Auditory,1,1,26,brownies,1,3.823,3.823,6.343,1
6434,Auditory,1,1,26,hotel,3,2.423,6.166,8.075,1
6435,Auditory,1,1,26,shampoo,1,7.068,7.068,8.384,1
6436,Auditory,1,1,26,toaster,3,4.221,8.268,9.398,1
6437,PermanentVisual,0,1,35,brownies,3,4.498,11.626,13.48,0
6438,PermanentVisual,0,1,35,hotel,2,4.492,18.18,19.509,0
6439,PermanentVisual,0,1,35,shampoo,2,6.652,7.971,9.475,0
6440,PermanentVisual,0,1,35,toaster,1,23.366,23.366,25.005,0
6441,Auditory,1,1,32,brownies,1,13.793,13.793,15.181,0
6442,Auditory,1,1,32,hotel,2,3.962,6.568,7.974,1
6443,Auditory,1,1,32,shampoo,1,19.137,19.137,20.763,0
6444,Auditory,1,1,32,toaster,3,21.726,25.303,26.373,1
6445,Auditory,1,2,32,brownies,1,16.612,16.612,19.226,0
6446,Auditory,1,2,32,hotel,1,19.95,19.95,22.003,0
6447,Auditory,1,2,32,shampoo,1,15.013,15.013,24.724,0
6448,Auditory,1,2,32,toaster,1,29.943,29.943,31.897,0
6449,Auditory,1,2,24,brownies,1,1.824,1.824,3.485,1
6450,Auditory,1,2,24,hotel,1,2.751,2.751,7.045,0
6451,Auditory,1,2,24,shampoo,1,1.679,1.679,3.694,1
6452,Auditory,1,2,24,toaster,1,1.068,1.068,4.437,1
6453,DisappearingVisual,1,2,31,brownies,1,3.565,3.565,4.595,1
6454,DisappearingVisual,1,2,31,hotel,1,7.724,7.724,12.986,0
6455,DisappearingVisual,1,2,31,shampoo,2,3.069,3.631,5.292,1
6456,DisappearingVisual,1,2,31,toaster,1,10.613,10.613,13.097,1
6457,Auditory,1,2,43,brownies,2,5.582,10.154,12.048,1
6458,Auditory,1,2,43,hotel,12,6.21,24.145,25.973,0
6459,Auditory,1,2,43,shampoo,1,10.3,10.3,11.962,0
6460,Auditory,1,2,43,toaster,106,3.643,53.226,54.68,1
6461,Auditory,1,2,27,brownies,1,2.883,2.883,7.305,1
6462,Auditory,1,2,27,hotel,1,2.948,2.948,5.651,1
6463,Auditory,1,2,27,shampoo,1,3.434,3.434,5.331,1
6464,Auditory,1,2,27,toaster,3,3.789,7.238,8.923,1
6465,Auditory,1,1,28,brownies,1,4.049,4.049,5.54,1
6466,Auditory,1,1,28,hotel,1,2.869,2.869,4.444,1
6467,Auditory,1,1,28,shampoo,1,9.568,9.568,10.782,0
6468,Auditory,1,1,28,toaster,1,10.286,10.286,12.193,1
6469,PermanentVisual,0,1,68,brownies,1,14.497,14.497,17.75,0
6470,PermanentVisual,0,1,68,hotel,1,10.159,10.159,23.169,1
6471,PermanentVisual,0,1,68,shampoo,1,21.059,21.059,23.561,0
6472,PermanentVisual,0,1,68,toaster,1,79.533,79.533,82.699,0
6473,Auditory,1,2,42,brownies,1,13.328,13.328,15.122,0
6474,Auditory,1,2,42,hotel,1,28.04,28.04,32.835,0
6475,Auditory,1,2,42,shampoo,1,19.126,19.126,22.065,0
6476,Auditory,1,2,42,toaster,1,55.405,55.405,60.139,0
6477,Auditory,1,1,39,brownies,1,3.869,3.869,5.528,1
6478,Auditory,1,1,39,hotel,1,1.851,1.851,4.023,1
6479,Auditory,1,1,39,shampoo,1,4.516,4.516,7.949,1
6480,Auditory,1,1,39,toaster,1,5.274,5.274,7.439,1
6481,Auditory,1,1,35,brownies,1,8.845,8.845,10.292,1
6482,Auditory,1,1,35,hotel,2,8.336,9.643,11.307,1
6483,Auditory,1,1,35,shampoo,1,12.375,12.375,14.563,0
6484,Auditory,1,1,35,toaster,1,21.806,21.806,23.475,0
6485,DisappearingVisual,1,2,44,brownies,1,8.315,8.315,9.5,0
6486,DisappearingVisual,1,2,44,hotel,2,19.365,20,21.21,0
6487,DisappearingVisual,1,2,44,shampoo,1,9.294,9.294,10.973,0
6488,DisappearingVisual,1,2,44,toaster,1,31.65,31.65,34.099,0
6489,PermanentVisual,0,2,46,brownies,1,6.376,6.376,7.481,1
6490,PermanentVisual,0,2,46,hotel,1,35.717,35.717,38.147,1
6491,PermanentVisual,0,2,46,shampoo,1,31.641,31.641,32.474,0
6492,PermanentVisual,0,2,46,toaster,1,10.583,10.583,25.053,1
6493,Auditory,1,2,25,brownies,1,5.834,5.834,6.972,0
6494,Auditory,1,2,25,hotel,2,9.638,18.726,25.125,0
6495,Auditory,1,2,25,shampoo,1,7.205,7.205,9.018,1
6496,Auditory,1,2,25,toaster,0,0,0,39.205,1
6497,DisappearingVisual,1,2,54,brownies,2,4.718,6.361,7.618,1
6498,DisappearingVisual,1,2,54,hotel,1,35.79,35.79,37.809,0
6499,DisappearingVisual,1,2,54,shampoo,1,9.17,9.17,11.589,1
6500,DisappearingVisual,1,2,54,toaster,1,16.331,16.331,29.777,1
6501,Auditory,1,2,47,brownies,1,2.381,2.381,3.631,1
6502,Auditory,1,2,47,hotel,1,2.662,2.662,7.129,1
6503,Auditory,1,2,47,shampoo,1,2.412,2.412,4.902,1
6504,Auditory,1,2,47,toaster,1,5.463,5.463,6.561,1
6505,DisappearingVisual,1,1,25,brownies,1,25.617,25.617,26.676,1
6506,DisappearingVisual,1,1,25,hotel,2,10.311,37.946,40.829,0
6507,DisappearingVisual,1,1,25,shampoo,1,95.854,95.854,97.019,0
6508,DisappearingVisual,1,1,25,toaster,1,82.801,82.801,87.382,0
6509,PermanentVisual,0,1,48,brownies,1,8.426,8.426,10.017,1
6510,PermanentVisual,0,1,48,hotel,1,16.236,16.236,17.982,1
6511,PermanentVisual,0,1,48,shampoo,1,13.315,13.315,19.477,0
6512,PermanentVisual,0,1,48,toaster,1,13.549,13.549,14.692,1
6513,PermanentVisual,0,1,28,brownies,1,6.884,6.884,8.949,1
6514,PermanentVisual,0,1,28,hotel,2,4.283,5.791,9.776,1
6515,PermanentVisual,0,1,28,shampoo,1,4.167,4.167,7.034,1
6516,PermanentVisual,0,1,28,toaster,1,4.644,4.644,7.445,1
6517,PermanentVisual,0,2,50,brownies,1,24.482,24.482,39.233,1
6518,PermanentVisual,0,2,50,hotel,5,15.801,40.414,41.776,0
6519,PermanentVisual,0,2,50,shampoo,1,14.293,14.293,17.758,1
6520,PermanentVisual,0,2,50,toaster,5,69.564,136.534,138.212,0
6521,DisappearingVisual,1,2,33,brownies,1,3.87,3.87,5.41,0
6522,DisappearingVisual,1,2,33,hotel,4,5.055,10.953,13.08,0
6523,DisappearingVisual,1,2,33,shampoo,1,9.462,9.462,11.211,1
6524,DisappearingVisual,1,2,33,toaster,4,2.503,9.331,10.798,1
6525,Auditory,1,1,29,brownies,1,1.218,1.218,2.105,1
6526,Auditory,1,1,29,hotel,1,2.737,2.737,4.688,1
6527,Auditory,1,1,29,shampoo,1,8.933,8.933,10.011,1
6528,Auditory,1,1,29,toaster,1,2.742,2.742,3.866,1
6529,DisappearingVisual,1,1,27,brownies,1,19.47,19.47,20.659,0
6530,DisappearingVisual,1,1,27,hotel,1,10.318,10.318,18.132,1
6531,DisappearingVisual,1,1,27,shampoo,1,8.514,8.514,10.257,0
6532,DisappearingVisual,1,1,27,toaster,1,14.734,14.734,16.902,0
6533,PermanentVisual,0,2,28,brownies,2,1.961,3.179,5.22,1
6534,PermanentVisual,0,2,28,hotel,1,8.837,8.837,10.761,1
6535,PermanentVisual,0,2,28,shampoo,1,1.185,1.185,3.344,1
6536,PermanentVisual,0,2,28,toaster,2,4.149,5.851,6.613,1
6537,PermanentVisual,0,2,47,brownies,1,10.77,10.77,12.646,0
6538,PermanentVisual,0,2,47,hotel,1,17.241,17.241,20.275,1
6539,PermanentVisual,0,2,47,shampoo,1,13.73,13.73,17.094,0
6540,PermanentVisual,0,2,47,toaster,1,26.024,26.024,29.89,0
6541,Auditory,1,2,20,brownies,2,2.368,3.01,4.452,1
6542,Auditory,1,2,20,hotel,1,0.08,0.08,3.597,1
6543,Auditory,1,2,20,shampoo,1,2.081,2.081,3.025,1
6544,Auditory,1,2,20,toaster,1,0.849,0.849,4.164,1
6545,Auditory,1,1,32,brownies,2,6.013,6.717,7.257,0
6546,Auditory,1,1,32,hotel,2,8.357,12.669,14.294,0
6547,Auditory,1,1,32,shampoo,1,4.776,4.776,6.547,0
6548,Auditory,1,1,32,toaster,5,17.785,23.035,23.346,0
6549,PermanentVisual,0,1,53,brownies,1,5.346,5.346,6.577,1
6550,PermanentVisual,0,1,53,hotel,1,2.925,2.925,4.823,1
6551,PermanentVisual,0,1,53,shampoo,1,3.317,3.317,4.385,1
6552,PermanentVisual,0,1,53,toaster,1,5.299,5.299,8.066,1
6553,DisappearingVisual,1,1,28,brownies,1,5.515,5.515,8.225,0
6554,DisappearingVisual,1,1,28,hotel,1,5.693,5.693,13.318,0
6555,DisappearingVisual,1,1,28,shampoo,1,6.615,6.615,12.557,0
6556,DisappearingVisual,1,1,28,toaster,1,15.298,15.298,18.153,0
6557,Auditory,1,1,25,brownies,1,13.469,13.469,14.99,1
6558,Auditory,1,1,25,hotel,2,25.578,25.927,27.101,0
6559,Auditory,1,1,25,shampoo,1,20.986,20.986,22.357,0
6560,Auditory,1,1,25,toaster,1,31.951,31.951,33.719,0
6561,DisappearingVisual,1,1,31,brownies,1,3.153,3.153,15.864,1
6562,DisappearingVisual,1,1,31,hotel,4,18.267,23.448,29.856,1
6563,DisappearingVisual,1,1,31,shampoo,1,10.616,10.616,34.109,1
6564,DisappearingVisual,1,1,31,toaster,2,7.6,20.702,21.078,1
6565,Auditory,1,1,19,brownies,1,2.309,2.309,3.033,1
6566,Auditory,1,1,19,hotel,4,2.216,11.082,12.271,1
6567,Auditory,1,1,19,shampoo,3,1.757,7.635,8.496,1
6568,Auditory,1,1,19,toaster,3,1.881,6.099,6.521,1
6569,DisappearingVisual,1,2,35,brownies,2,2.91,4.061,5.087,1
6570,DisappearingVisual,1,2,35,hotel,1,2.441,2.441,5.626,1
6571,DisappearingVisual,1,2,35,shampoo,2,2.774,5.62,7.081,1
6572,DisappearingVisual,1,2,35,toaster,1,5.001,5.001,6.497,1
6573,Auditory,1,2,56,brownies,1,14.546,14.546,15.564,1
6574,Auditory,1,2,56,hotel,1,29.842,29.842,31.089,0
6575,Auditory,1,2,56,shampoo,1,22.704,22.704,24.661,0
6576,Auditory,1,2,56,toaster,1,56.153,56.153,60.241,0
6577,DisappearingVisual,1,2,57,brownies,1,11.256,11.256,14.158,0
6578,DisappearingVisual,1,2,57,hotel,1,33.698,33.698,38.608,0
6579,DisappearingVisual,1,2,57,shampoo,1,30.658,30.658,43.456,0
6580,DisappearingVisual,1,2,57,toaster,1,61.232,61.232,65.887,0
6581,DisappearingVisual,1,1,33,brownies,2,3.838,6.166,7.184,0
6582,DisappearingVisual,1,1,33,hotel,3,6.03,14.511,16.955,0
6583,DisappearingVisual,1,1,33,shampoo,2,2.736,4.257,6.094,0
6584,DisappearingVisual,1,1,33,toaster,2,9.126,10.413,10.71,1
6585,Auditory,1,2,28,brownies,1,10.816,10.816,12.557,1
6586,Auditory,1,2,28,hotel,1,13.829,13.829,15.669,1
6587,Auditory,1,2,28,shampoo,1,6.196,6.196,7.571,1
6588,Auditory,1,2,28,toaster,1,5.536,5.536,13.761,1
6589,Auditory,1,2,41,brownies,4,5.415,11.966,13.128,0
6590,Auditory,1,2,41,hotel,1,8.745,8.745,14.501,1
6591,Auditory,1,2,41,shampoo,1,8.356,8.356,9.843,0
6592,Auditory,1,2,41,toaster,1,14.453,14.453,17.537,1
6593,PermanentVisual,0,2,29,brownies,1,2.715,2.715,3.895,1
6594,PermanentVisual,0,2,29,hotel,1,2.567,2.567,5.234,1
6595,PermanentVisual,0,2,29,shampoo,2,3.968,4.856,5.517,0
6596,PermanentVisual,0,2,29,toaster,1,2.957,2.957,5.786,0
6597,Auditory,1,1,47,brownies,2,9.028,9.772,17.882,1
6598,Auditory,1,1,47,hotel,1,29.553,29.553,37.078,0
6599,Auditory,1,1,47,shampoo,1,36.984,36.984,44.8,0
6600,Auditory,1,1,47,toaster,1,34.21,34.21,38.487,1
6601,DisappearingVisual,1,2,53,brownies,1,6.107,6.107,9.488,1
6602,DisappearingVisual,1,2,53,hotel,1,3.145,3.145,5.421,1
6603,DisappearingVisual,1,2,53,shampoo,3,5.515,6.979,10.254,0
6604,DisappearingVisual,1,2,53,toaster,1,5.47,5.47,6.944,1
6605,Auditory,1,2,53,brownies,1,8.904,8.904,10.24,1
6606,Auditory,1,2,53,hotel,1,18.33,18.33,23.308,0
6607,Auditory,1,2,53,shampoo,1,10.955,10.955,12.312,0
6608,Auditory,1,2,53,toaster,2,0.516,9.856,15.483,0
6609,Auditory,1,1,36,brownies,1,3.54,3.54,4.811,1
6610,Auditory,1,1,36,hotel,1,3.313,3.313,6.313,1
6611,Auditory,1,1,36,shampoo,1,2.095,2.095,4.461,1
6612,Auditory,1,1,36,toaster,1,3.55,3.55,5.32,1
6613,Auditory,1,2,46,brownies,1,32.156,32.156,34.358,0
6614,Auditory,1,2,46,hotel,4,18.085,53.822,55.459,0
6615,Auditory,1,2,46,shampoo,1,26.801,26.801,28.888,1
6616,Auditory,1,2,46,toaster,8,13.389,92.908,94.818,0
6617,Auditory,1,1,22,brownies,2,2.649,3.375,4.71,1
6618,Auditory,1,1,22,hotel,2,0.986,1.693,2.839,1
6619,Auditory,1,1,22,shampoo,2,1.5,2.374,3.339,1
6620,Auditory,1,1,22,toaster,4,0.6,3.493,4.635,1
6621,PermanentVisual,0,1,19,brownies,4,19.75,25.257,26.565,1
6622,PermanentVisual,0,1,19,hotel,1,12.481,12.481,24.55,0
6623,PermanentVisual,0,1,19,shampoo,2,2.755,4.674,7.465,0
6624,PermanentVisual,0,1,19,toaster,3,25.379,27.061,34.38,1
6625,DisappearingVisual,1,1,45,brownies,1,4.049,4.049,6.517,1
6626,DisappearingVisual,1,1,45,hotel,3,1.825,7.751,10.841,1
6627,DisappearingVisual,1,1,45,shampoo,1,18.028,18.028,19.7,1
6628,DisappearingVisual,1,1,45,toaster,5,9.166,17.56,19.203,1
6629,DisappearingVisual,1,2,61,brownies,1,0.973,0.973,2.741,1
6630,DisappearingVisual,1,2,61,hotel,3,4.28,7.115,7.897,1
6631,DisappearingVisual,1,2,61,shampoo,1,1.602,1.602,2.989,1
6632,DisappearingVisual,1,2,61,toaster,3,0.023,3.545,4.394,1
6633,DisappearingVisual,1,2,25,brownies,1,4.49,4.49,5.4,1
6634,DisappearingVisual,1,2,25,hotel,3,6.342,9.486,11.438,1
6635,DisappearingVisual,1,2,25,shampoo,2,6.982,10.737,11.8,0
6636,DisappearingVisual,1,2,25,toaster,3,7.646,17.899,18.302,1
6637,DisappearingVisual,1,1,27,brownies,3,2.984,4.542,5.768,0
6638,DisappearingVisual,1,1,27,hotel,2,3.85,4.562,5.939,0
6639,DisappearingVisual,1,1,27,shampoo,2,2.758,3.219,4.135,0
6640,DisappearingVisual,1,1,27,toaster,1,2.201,2.201,5.424,0
6641,DisappearingVisual,1,1,31,brownies,1,9.366,9.366,12.296,1
6642,DisappearingVisual,1,1,31,hotel,1,14.695,14.695,17.231,0
6643,DisappearingVisual,1,1,31,shampoo,1,2.74,2.74,5.543,0
6644,DisappearingVisual,1,1,31,toaster,1,10.964,10.964,15.735,0
6645,Auditory,1,1,24,brownies,3,3.983,8.665,9.725,0
6646,Auditory,1,1,24,hotel,3,13.836,17.26,18.811,1
6647,Auditory,1,1,24,shampoo,2,9.882,13.441,17.642,0
6648,Auditory,1,1,24,toaster,5,1.336,14.134,28.716,1
6649,PermanentVisual,0,2,54,brownies,4,11.397,24.568,28.938,0
6650,PermanentVisual,0,2,54,hotel,5,7.896,42.957,43.98,1
6651,PermanentVisual,0,2,54,shampoo,2,15.708,18.6,20.24,0
6652,PermanentVisual,0,2,54,toaster,7,10.587,62.669,63.844,0
6653,Auditory,1,1,37,brownies,1,3.741,3.741,5.391,1
6654,Auditory,1,1,37,hotel,2,5.531,7.497,10.33,1
6655,Auditory,1,1,37,shampoo,1,3.932,3.932,5.521,1
6656,Auditory,1,1,37,toaster,3,5.08,10.908,12.151,1
6657,Auditory,1,1,29,brownies,1,11.227,11.227,14.666,1
6658,Auditory,1,1,29,hotel,1,14.437,14.437,17.346,0
6659,Auditory,1,1,29,shampoo,1,26.013,26.013,28.709,1
6660,Auditory,1,1,29,toaster,1,30.826,30.826,33.713,0
6661,PermanentVisual,0,2,57,brownies,1,7.42,7.42,8.444,0
6662,PermanentVisual,0,2,57,hotel,1,25.728,25.728,26.959,0
6663,PermanentVisual,0,2,57,shampoo,1,14.199,14.199,15.279,0
6664,PermanentVisual,0,2,57,toaster,2,61.753,65.432,67.863,0
6665,PermanentVisual,0,1,38,brownies,0,0,0,4.612,1
6666,PermanentVisual,0,1,38,hotel,0,0,0,12.786,0
6667,PermanentVisual,0,1,38,shampoo,0,0,0,2.622,1
6668,PermanentVisual,0,1,38,toaster,0,0,0,5.046,1
6669,PermanentVisual,0,1,39,brownies,1,4.843,4.843,6.591,1
6670,PermanentVisual,0,1,39,hotel,2,2.544,4.296,7.152,1
6671,PermanentVisual,0,1,39,shampoo,1,2.459,2.459,3.764,1
6672,PermanentVisual,0,1,39,toaster,1,2.803,2.803,4.304,1
6673,PermanentVisual,0,2,46,brownies,1,4.649,4.649,11.482,1
6674,PermanentVisual,0,2,46,hotel,2,2.422,4.266,5.995,1
6675,PermanentVisual,0,2,46,shampoo,1,2.932,2.932,4.184,1
6676,PermanentVisual,0,2,46,toaster,3,4.978,8.479,9.587,1
6677,PermanentVisual,0,2,68,brownies,1,7.007,7.007,7.672,0
6678,PermanentVisual,0,2,68,hotel,1,9.444,9.444,11.966,1
6679,PermanentVisual,0,2,68,shampoo,1,21.123,21.123,22.293,1
6680,PermanentVisual,0,2,68,toaster,1,82.318,82.318,84.824,0
6681,DisappearingVisual,1,1,30,brownies,2,8.904,10.039,11.005,1
6682,DisappearingVisual,1,1,30,hotel,1,9.685,9.685,11.487,0
6683,DisappearingVisual,1,1,30,shampoo,1,10.209,10.209,11.687,0
6684,DisappearingVisual,1,1,30,toaster,1,23.09,23.09,25.172,1
6685,Auditory,1,1,34,brownies,1,2.664,2.664,4.108,1
6686,Auditory,1,1,34,hotel,1,2.334,2.334,4.144,1
6687,Auditory,1,1,34,shampoo,2,2.886,3.502,4.486,1
6688,Auditory,1,1,34,toaster,1,4.224,4.224,7.114,1
6689,DisappearingVisual,1,2,31,brownies,2,6.484,7.928,9.026,1
6690,DisappearingVisual,1,2,31,hotel,2,16.8,17.933,19.84,0
6691,DisappearingVisual,1,2,31,shampoo,1,9.523,9.523,11.108,0
6692,DisappearingVisual,1,2,31,toaster,1,23.087,23.087,25.804,1
6693,PermanentVisual,0,1,29,brownies,1,31.945,31.945,32.868,0
6694,PermanentVisual,0,1,29,hotel,2,6.315,7.438,13.658,0
6695,PermanentVisual,0,1,29,shampoo,2,11.859,12.656,15.598,0
6696,PermanentVisual,0,1,29,toaster,1,44.686,44.686,46.756,0
6697,PermanentVisual,0,1,49,brownies,1,18.25,18.25,19.982,1
6698,PermanentVisual,0,1,49,hotel,2,34.053,37.15,41.575,1
6699,PermanentVisual,0,1,49,shampoo,3,35.036,37.083,38.527,0
6700,PermanentVisual,0,1,49,toaster,1,11.566,11.566,13.57,1
6701,DisappearingVisual,1,1,63,brownies,1,5.554,5.554,10.119,1
6702,DisappearingVisual,1,1,63,hotel,1,26.712,26.712,30.953,0
6703,DisappearingVisual,1,1,63,shampoo,1,10.112,10.112,16.264,0
6704,DisappearingVisual,1,1,63,toaster,1,7.201,7.201,30.208,1
6705,PermanentVisual,0,1,29,brownies,2,10.032,10.51,12.007,0
6706,PermanentVisual,0,1,29,hotel,1,12.692,12.692,16.24,0
6707,PermanentVisual,0,1,29,shampoo,2,5.849,6.475,7.557,0
6708,PermanentVisual,0,1,29,toaster,2,13.545,14.063,22.682,0
6709,DisappearingVisual,1,1,34,brownies,2,1.247,2.087,4.026,1
6710,DisappearingVisual,1,1,34,hotel,1,2.053,2.053,3.928,1
6711,DisappearingVisual,1,1,34,shampoo,1,8.336,8.336,9.28,1
6712,DisappearingVisual,1,1,34,toaster,1,2.785,2.785,6.225,0
6713,Auditory,1,2,48,brownies,2,2.917,4.091,4.821,1
6714,Auditory,1,2,48,hotel,11,1.372,23.993,25.028,0
6715,Auditory,1,2,48,shampoo,3,7.331,10.586,11.234,1
6716,Auditory,1,2,48,toaster,17,1.204,12.261,12.967,1
6717,PermanentVisual,0,2,36,brownies,1,2.76,2.76,7.801,1
6718,PermanentVisual,0,2,36,hotel,1,3.85,3.85,10.901,1
6719,PermanentVisual,0,2,36,shampoo,2,6.843,7.456,8.884,0
6720,PermanentVisual,0,2,36,toaster,1,7.514,7.514,19.748,1
6721,PermanentVisual,0,2,31,brownies,3,5.931,9.266,10.003,1
6722,PermanentVisual,0,2,31,hotel,6,2.193,33.022,33.598,0
6723,PermanentVisual,0,2,31,shampoo,1,8.354,8.354,12.572,1
6724,PermanentVisual,0,2,31,toaster,3,9.5,14.018,14.764,1
6725,PermanentVisual,0,1,29,brownies,1,11.252,11.252,12.032,1
6726,PermanentVisual,0,1,29,hotel,1,14.69,14.69,17.216,0
6727,PermanentVisual,0,1,29,shampoo,2,4.725,5.837,7.291,0
6728,PermanentVisual,0,1,29,toaster,1,8.848,8.848,11.384,1
6729,PermanentVisual,0,2,20,brownies,2,2.881,3.928,8.212,1
6730,PermanentVisual,0,2,20,hotel,6,1.113,8.873,11.387,0
6731,PermanentVisual,0,2,20,shampoo,3,0.958,15.728,17.191,0
6732,PermanentVisual,0,2,20,toaster,10,0.903,22.741,23.991,1
6733,PermanentVisual,0,1,35,brownies,2,3.708,4.499,6.099,1
6734,PermanentVisual,0,1,35,hotel,1,16.35,16.35,18.331,1
6735,PermanentVisual,0,1,35,shampoo,2,5.988,12.95,14.171,0
6736,PermanentVisual,0,1,35,toaster,1,6.667,6.667,8.836,0
6737,DisappearingVisual,1,1,31,brownies,1,7.118,7.118,10.872,0
6738,DisappearingVisual,1,1,31,hotel,4,0.729,11.087,12.147,0
6739,DisappearingVisual,1,1,31,shampoo,2,1.479,3.172,5.677,0
6740,DisappearingVisual,1,1,31,toaster,19,2.81,68.245,69.224,0
6741,DisappearingVisual,1,2,19,brownies,1,3.585,3.585,5.206,0
6742,DisappearingVisual,1,2,19,hotel,5,9.03,12.668,15.336,0
6743,DisappearingVisual,1,2,19,shampoo,1,11.465,11.465,12.757,0
6744,DisappearingVisual,1,2,19,toaster,3,28.278,29.648,31.943,1
6745,PermanentVisual,0,1,46,brownies,1,3.686,3.686,5.817,1
6746,PermanentVisual,0,1,46,hotel,2,10.052,11.972,14.454,1
6747,PermanentVisual,0,1,46,shampoo,1,5.509,5.509,10.705,1
6748,PermanentVisual,0,1,46,toaster,1,6.597,6.597,12.006,1
6749,DisappearingVisual,1,2,27,brownies,1,6.234,6.234,7.822,0
6750,DisappearingVisual,1,2,27,hotel,1,11.735,11.735,14.101,0
6751,DisappearingVisual,1,2,27,shampoo,1,9.574,9.574,11.018,0
6752,DisappearingVisual,1,2,27,toaster,1,13.791,13.791,17.491,0
6753,Auditory,1,2,34,brownies,1,18.724,18.724,26.15,0
6754,Auditory,1,2,34,hotel,2,45.496,48.494,57.713,0
6755,Auditory,1,2,34,shampoo,1,7.858,7.858,9.293,0
6756,Auditory,1,2,34,toaster,3,55.2,57.956,60.879,0
6757,DisappearingVisual,1,1,38,brownies,2,3.943,5.105,6.489,1
6758,DisappearingVisual,1,1,38,hotel,3,1.226,3.572,5.439,1
6759,DisappearingVisual,1,1,38,shampoo,2,1.665,3.904,4.967,1
6760,DisappearingVisual,1,1,38,toaster,8,3.94,12.296,14.472,1
6761,DisappearingVisual,1,2,23,brownies,2,22.614,29.628,30.968,0
6762,DisappearingVisual,1,2,23,hotel,3,10.29,27.046,36.289,0
6763,DisappearingVisual,1,2,23,shampoo,3,11.995,17.549,20.004,1
6764,DisappearingVisual,1,2,23,toaster,2,60.264,62.046,63.821,0
6765,DisappearingVisual,1,2,40,brownies,2,1.074,8.189,9.658,1
6766,DisappearingVisual,1,2,40,hotel,2,9.203,12.137,16.894,0
6767,DisappearingVisual,1,2,40,shampoo,2,4.559,5.51,7.518,1
6768,DisappearingVisual,1,2,40,toaster,1,0.562,0.562,3.208,0
6769,DisappearingVisual,1,2,36,brownies,2,6.307,7.486,8.892,0
6770,DisappearingVisual,1,2,36,hotel,3,8.643,23.3,24.593,1
6771,DisappearingVisual,1,2,36,shampoo,2,4.551,10.569,20.31,0
6772,DisappearingVisual,1,2,36,toaster,3,6.102,10.331,11.758,1
6773,DisappearingVisual,1,2,22,brownies,3,1.456,3.28,4.26,1
6774,DisappearingVisual,1,2,22,hotel,2,4.806,8.555,12.944,0
6775,DisappearingVisual,1,2,22,shampoo,1,2.148,2.148,3.58,0
6776,DisappearingVisual,1,2,22,toaster,2,4.477,6.099,6.457,1
6777,Auditory,1,1,56,brownies,1,14.984,14.984,17.884,0
6778,Auditory,1,1,56,hotel,1,16.63,16.63,18.595,0
6779,Auditory,1,1,56,shampoo,1,33.035,33.035,34.517,1
